comentario,cluster_final,categoria_tema,tema_cluster,sentimento_cluster
"Quem são as serpentes encantadas pelo ex-presídiario? Consórcio da midia? Banqueiros? Artistas? ($$$$$$). Kkkk
Bolsonaro tem razão.",6,outros,Críticas a candidatos e alianças políticas,negativo
Estou pensando em votar na Simone para presidente,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Não precisa ensinar professor a ensinar, basta parar de criar bandido que não gosta de estudar e trabalhar",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Bolsonaro seu lindo aregaça com a esquerda lixo,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Bolsonaro foi muito bem. Reeleito no primeiro turno se Deus quiser.,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"3:13:50 Eu vou pergunta a candidata a Simone step, pelo amor de Deus 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",1,outros,Reações e humor a momentos do debate presidencial,misto
Lula convidando  Ciro Gomes para ser ministro no governo dele ao vivo no debate da Band depois vamos conversar Ciro kkkk,6,outros,Críticas a candidatos e alianças políticas,negativo
Porque tanto atraso em ajustar as imagens no início do debate? Foi sabotagem ou erro da Band? O diretor estava dormindo?,3,outros,Qualidade e organização do debate presidencial,positivo
Quero mudança já!,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Simone Tebet você está radilcamente enganada, ou agindo de maneira facciosa! O presidente da República Jair Bolsonaro não está agindo fora da constituição. O que está acontecendo é o ativismo judicial. O que poderia atuar neste caso, o legislativo, está inativado porque, por medo de serem presos, pois muitos desses políticos estão com problema na justiça. Isto é que está fazendo com que haja desarmonia entre os poderes.",4,outros,Desempenho e propostas das candidatas no debate,negativo
"AS CRIANÇAS DE HOJE NÃO SABEM NEM CANTAR O HINO NACIONAL QUE NA MINHA ÉPOCA, ERA OBRIGATÓRIO CANTAR TODOS OS DIAS ANTES DE ENTRAR NA ESCOLA. IMAGINE O RESTO KKKKKKKK",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Bolsonaro vai ganhar!,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Quero conhecer quem está com ela, estou pensando em botar nela.",4,outros,Desempenho e propostas das candidatas no debate,negativo
Pro lula somos todos uns miseráveis  que estão morrendo de fome ! Cada coisa,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Eu não concordo com reeleição. Que vejo que muitos que não gosta de Bolsonaro vai voltar no Lula e vice versa. Eu vejo que deveríamos dar chance a quem ainda não teve chance. Ciro Gomes está 4 vez tentando. Entre todos seria 3 mas forte como as pesquisas mostra, se isso for realmente for verdade. Se quem entra no governo só fez coisas erradas e teve corrupção, quem garante que se reeleito ou que já estava, não fará pior já que só pode ficar máximo 8 anos . Custa dar chance quem aínda não teve.",6,outros,Críticas a candidatos e alianças políticas,negativo
QUEM É LULA DEIXA O LIKE E O 13 DA VITÓRIA.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Primeiramente gostaria de agradecer a Bandeirantes por exibir um debate sem corte!

Em segundo lugar me pego com medo de que o povo, mesmo assistindo o debate, vote em Lula. Um cara que roubou, foi preso, deixou o país com uma dívida enorme e que apoiou os atuais presidentes da Venezuela e da Argentina. 

Se é de ajuda, eu moro na Argentina e a economia do pais tá quebrada, muita gente passando fome, aqui na rua de casa sempre tem manifestação do povo. Partido socialista só serve pra iludir o povo com falsas promessas e depois quebrar o país.. mas parece que o povo gosta de sofrer, só pode, porque o presidente anterior estava recuperando a economia acabada deixada pela esquerda, aí o povo foi lá e votou na esquerda de novo. Quando eu me mudei pra cá 1 real valia 3,50 pesos, hoje com a esquerda no poder 1 real vale 57 pesos...a moeda do país não vale nada. Pesquisem como está a situação dos países com a esquerda no poder. Deus me livre.

Aí muitos dizem:

 ""Ah mas eu vou votar no Lula porque eu não gosto do Bolsonaro.""

 O que você é?

 Nem uma criança birrenta faz escolhas ruins sabendo o futuro que a espera. Parece até que gosta de sofrer. Espero que sejam sensatos na hora no voto, pesquisem os números, eles não mentem. A internet hoje em dia é uma grande vantagem.",-1,,,
a roubalheira vai voltar kkkkkkkkkkkkkk,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
como que um ladrao safado pode ser candidato a presidente desse pais ?,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
É desse tipo de conteúdo que o povo brasileiro precisa,-1,,,
Não entendo o porque não colocaram o Pablo Marçal 😠😠😠😠😠😠,-1,,,
Parabéns Band. Excelente debate,3,outros,Qualidade e organização do debate presidencial,positivo
Uma palavra! Valeu ciro kakakakakak,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Esses cara fala o que todo brasileiro tá careca de saber, só que não hora de fazer, não faz nada.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Realmente é cumprimento de profecias... 
Lula será o presidente (representando o rei do norte, tudo ligado à profecias bíblicas)  nos preparemos para o que está por vir...",-1,,,
"Bolsonaro reeleito. 
O resto é mimimi",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Não entendi. A proposta é acabar com todos os impostos e criar um imposto único, mas em seguida a candidata diz que pretende isentar os professores de imposto de renda. Essa isenção já não ocorreria pelo fato de o imposto de renda deixar de existir? Esse imposto único, de quanto seria? Qual seria a periodicidade? Achei muito vago, muito passivo de erros.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
O repórter no início falou presidente lula🤢🤢🤢🤢🤢😡,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"1:46:16, Brasil fez acordo com conhaque. 🤣🤣🤣🤣🤣🤣🤣",1,outros,Reações e humor a momentos do debate presidencial,misto
Quero saber qual presidente vai sugerir tacar uma bomba no congresso. Votarei nesse.,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Abriram os meus olhos.,-1,,,
"2:11 informalidade é a solução pra sair dos maiores impostos cobrados nesse país através da ilegalidade, seja um criminoso cruel trabalhando sem esse lixo de clt",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Vale muito a pena repensar seu voto gente... dar oportunidade pra outros,chega de duelo lulax bolsonaro
Brasil ta ai perdido",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Brasileiro não tem cultura de doar porque os politicos não tem cultura de não roubar..,-1,,,
"O governo só precisa cumprir a risca a constituição federal de 1988... 34 anos de pura teoria, e tem gente que aplaude esse bando de governante b#$ta",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Soraya e tantas outras ""Soraya"" realmente não viram... mas muitos, eu disse muuuitooss viram siiiiim o Brasil que o Lula disse...",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Imparcialidade, a gente vê por aqui! Parabéns Band por não favorecer ninguém e obedecer às regras impostas no início do debate. Dei play sendo a favor do Bolsonaro e saí com mais certeza ainda!",3,outros,Qualidade e organização do debate presidencial,positivo
Dá-lhe Ciro Gomes...,6,outros,Críticas a candidatos e alianças políticas,negativo
Muito bom! Simone maravilhosa!,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Simone tebet aprendeu na escola do Lula, mente de forma contumaz",4,outros,Desempenho e propostas das candidatas no debate,negativo
"Olha só a hipocrisia dessa Simone Tebet em dizer que vai dar 5 mil para alunos do ensino medio, não vai nem cumprir porque nem vai chegar e chegasse Jamais cumpriria!",-1,,,
Vemos aí claramente um debate de alto nível de fato entre o Ciro Gomes e o Jair Bolsonaro! Esses fizeram perguntas e respostas a altura!!!,6,outros,Críticas a candidatos e alianças políticas,negativo
"Ensurdecedor o silêncio de candidatos, de jornalistas e da emissora como um todo sobre a questão racial do Brasil (e a falta de representatividade desse segmento no debate)!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"bolsonaro: pq vc roubou?
lula: amazonia amazonia amazonia😂😂",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
O mal  desses debates que falam muinto prometem muinto  tudo muinto kkkkk na hora que ganham meu DEUS as promessas ficam a ver navios 😣afundam igual o tinanic 😰😰,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Parabéns Band, excelente Debate!!",3,outros,Qualidade e organização do debate presidencial,positivo
Tô com vc Bolsonaro presidente deus a cima de tudo 🖐️🇧🇷🇧🇷🇧🇷🙌,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Culpado de ser inocente kkkkkkkkkk,-1,,,
Com deboches 'cavalheiros' e as mentiras 'acobertadas' fica impossível.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Esses candidatos antigos, com uma história de corrupção, não poderiam nunca voltar a cena do crime.
Infelizmente o sistema está podre, na lama, na corrupção.
LULA, CIRO GOMES... ESTÁ MUITO DIFÍCIL.",6,outros,Críticas a candidatos e alianças políticas,negativo
"Muitas ofensas apontamentos pouquissima proposta de politica pública.
Bolsonaro 2022 o menos pior candidatos...",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Saúde, educação, meio ambiente…. E A SEGURANÇA?????????",-1,,,
Lula O homem mais HONESTO DO BRASIL ce tá doido kkkkkkkkkkkkkkkkkkkk,-1,,,
Ciro é uma vergonha,6,outros,Críticas a candidatos e alianças políticas,negativo
"Têm-se meios para mostrar se um candidato está faltando com a verdade ou não.
A imprensa 'verdadeira' e o TRE, deveriam ser responsáveis por isso.
Os candidatos deveriam fazer seus programas com o compromisso de continuidade pelos seus sucessores.
O povo precisa é de trabalho, e não de bolsas esmolas.
Estamos gastando valores enormes para sustentar pessoas abaixo da linha da pobreza, mas também muitos vagabundos.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
É um idiota e muito mal informado,-1,,,
"Parabéns a emissora, arrasou no debate",3,outros,Qualidade e organização do debate presidencial,positivo
Estou terminando de ver hoje!! Excelente trabalho da Band!!,3,outros,Qualidade e organização do debate presidencial,positivo
"lula falando que , com uma canetada , vai travar o brioco do ca ---gão rsss",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
3:20:11 carai o lula perdeu ate o caminho de casa depois dessa,1,outros,Reações e humor a momentos do debate presidencial,misto
"Eu não sou nem bolsonaro nem lula, mas, na minha opinião, o Lula foi péssimo nesse debate, e eu achei que ele ia bem pq ele tem uma boa oratória, e o Bolsonaro melhorou demais como ele se comunica, eu pessoalmente acho uma péssima notícia pq eu não desejo nenhum dos 2 em 2022, mas ainda assim, o Bolsonaro falou tudo o que a base e o que os indecisos querem ouvir: ele está contra o sistema, é contra a corrupção, pipipipopopo",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
02:07:17 engraçado demais .,1,outros,Reações e humor a momentos do debate presidencial,misto
ja começou certo o filipe se mostrando mais um doria!,0,economia,Crescimento econômico e futuro do Brasil,negativo
Saudades é do cabo Daciolo,-1,,,
"(VOTO NULO)RESUMINDO TODOS OS COMENTÁRIOS, TANTO FAZ LULA OU BOSSONARO DA NO MESMO,ATE CIRO GOMES E OUTROS, O BRASIL E CAPITALISTA  DESDE DE PEDRO CABRAL E TANTO QUEM MANDO NO BRA EUA A CHINA QUE E CAPITALISTA DISÇARSADA DE COMUNISTAS A VERDADE SOMOS FANÁTICOS POR LULA OU BOSSONARO VOCÊS ELEITORES ESTÃO SENDO ILIDIDOS PROMETE TODOS ELES QUANDO GANHA NÃO FAZ 0,001%",6,outros,Críticas a candidatos e alianças políticas,negativo
"Parabéns Band pelo ótimo trabalho prestado, 👏🇧🇷🚀",3,outros,Qualidade e organização do debate presidencial,positivo
Simone Tebet foi a única que enfrentou o Bozo mentiroso,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Estimular os jovens á estudarem porquê vão ganhar $$?Nossa,que interessante!Na minha época, meu estímulo para o mesmo,era obter máximo de conhecimento para ter uma vida digna com conforto e qualidade. Pelo amor ne,pagar pros jovens estudar?!🤦‍♀️
Quando se formarem vão pegar os 5 mil(a maioria) e gastar com celulares de última geração para ficarem jorrando preconceitos nas redes sociais, pois nao creio que com este ""estímulo financeiro"" formarão verdadeiros profissionais e pessoas com caráter educacional.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Pqp. A o tanto de propaganda desanima a assistir,-1,,,
"Primeiramente, parabéns a Band, um tremendo debate, top de linha quando se trata de qualidade jornalística, coisa de primeiro nível, alem de nesse momento colaborar com força com a cidadania!
Segundamente, é incrivel como o Bolsonaro é um verdadeiro imbecil, me deu vergonha alheia a maneira idiota como ele responde sem responder direito, parece roteiro mal arrumado, decepção pra quem vota nisso, pra mim uma verdadeira piada, só pra me fazer rachar de rir, um asno. Graças a Deus não votei nem votaria nisso.
Terceiramente, Ciro e Simone destaques, pra mim com os melhores posicionamentos perante as perguntas e réplicas, domínio das informações e postura!

Ainda não decidi meu voto, mas esse debate já me ajudou demais a pelo menos cortar certos deles por eliminação.",-1,,,
Não tenho mais dúvidas e o Bolsonaro mesmo esses outros não passa segurança para as pessoas,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"O que indigna é ver o maior ladrão do Brasil concorrendo novamente a presidência, ao invés de estar na cadeia!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"3:20:12 A Melhor Parte Que Virou Meme Até O Fim Kkkkkkkkkkkk ""Que Moral Tu Tem Pra Falar De Mim, Oh... Ex-Presidiário?""",-1,,,
Cito dando show como sempre,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Quem vota a esquerda ,não viu o que está acontecendo em outros países que são governados por eles??  Só ver vídeos da Cuba, Venezuela, Argentina 😢  o que fala o Lula é a mesma coisa coisa que falou o partido da esquerda na Argentina , a inflação do Brasil nem se compara com a inflação dos países que tem um partido da esquerda, aí sim estão passando fome, as pessoas tem ir a morar outro país pela insegurança e pela inflação... Eu espero que o Brasil seja mais inteligente não vote aquém já roubou",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Esse debate deixou a desejar, no tocante a segurança. Esse tema tão importante, não foi explorado nesse debate. Quanto aos candidatos: me indentifiquei: com as propostas do Felipe D'avila! Principalmente no tocante a privatização. Temos de tirar o Estado do cangote do povo brasileiro. Quanto, a Soraya e a Simone: são boas candidatas! O imposto único, proposto por Soraya: seria i Ideal! Mas a maioria da classe politica, não aceita. Seria muito dificil, esse tema passar. Ciro Gomes é muito inteligente! Mas não é candidato, para a atual estrutura politica, que tem esse País. Que é a politica do pão e circo! Êle é politico de propostas, para Países de primeiro mundo. Quanto a Bolssonaro: nem fede e nem cheira! E quanto aos desenove dedos: nada a comentar! Eu nem sei o que êle foi fazer ai... aliais: não deveria nem estar ai! Mentiroso e corrupto até o último fio de cabelo! Só mesmo no Brasil, pra se ter um verme como esse, concorrendo a Presidência.",6,outros,Críticas a candidatos e alianças políticas,negativo
em 1hora 23minutos e 23 segundos na amazonia existia quase 30 milhoes de habitantes,1,outros,Reações e humor a momentos do debate presidencial,misto
Lulaaa Arrasooooow nas respostas... bravooooooo 👏 👏 👏 👏,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Saraia Thronicke... De onde surgiu essa figura esquisita 🤔?!,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Sou professora. Sei dar aula. O problema é o currículo.  Primeiro aprendam com educação que deu certo. As crianças aqui ficam 4 horas na escola, sendo que em outros países passam em média 8hs. Temos crianças niveladas, sem estímulo  às habilidades de cada um. Países desenvolvidos possuem metodologias completamente diferente. Escolas públicas possuem aulas de artes, dança,  música, robótica,  marcenaria, esportes, ciências  e matemática avançadas  para alunos que se destacam.  As crianças possuem matérias que são obrigatórias e as outras elas podem escolher conforme seus gostos e habilidades.   As escolas recebem recursos não só do governo como também de empresas patrocinadoras. Não adianta culpar os professores. É muito fácil.  O problema é que vocês roubam na cara dura e depois ficam aí atacando um ao outro. O problema do Brasil é a corrupção! Porque dinheiro tem. 
Parabéns à Band pela iniciativa.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Segundo dia que o vídeo está em alta no YouTube 👏👏👏👏👏👏👏👏👏👏,3,outros,Qualidade e organização do debate presidencial,positivo
difícil é acreditar no que eles falam.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"TEM UMA MÚSICA O RICO CADA VEM MAIS RICO O PODRES CADA VEM MAIS PODRE, A BAND COM RECORD DE VISUALIZAÇÃO, E NA TELEVISÃO PODERIA SO 2 % DOAR AÇÃO SOCIAL E DIFIL ACREDITA, COMO CRIANÇAS ESPERANÇA DA GLOBO ENGANA A TODOS A MAIS DE 20 ANOS",3,outros,Qualidade e organização do debate presidencial,positivo
É impossivel que o JOIO faça PAZ com o TRIGO.,-1,,,
Regras e o DEBATE em si a partir de 1:02:54,1,outros,Reações e humor a momentos do debate presidencial,misto
Mas por trás de tudo isso que lula falou a corrupção corria solta,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Eu não sou Bolsonarista, mas é evidente que o Bolsonaro deitou e rolou nesse debate.  Lula ficou parecendo um velhote senil. Essa Simone Tebet é o establishment em pessoa, não dá pra levar a sério, o Ciro Gomes teve bons momentos, mas com ideias completamente ruins. Felipe D'Avila foi muito mal, foi um erro do partido Novo ter retirado o João Amoêdo. Essa Soraya tá perdidinha, péssima candidata.",6,outros,Críticas a candidatos e alianças políticas,negativo
Começa em 1:06:00 de nada,1,outros,Reações e humor a momentos do debate presidencial,misto
Ciro Gomes vai se aposentar e nunca chegará na presidência.,6,outros,Críticas a candidatos e alianças políticas,negativo
Essa Simone Tebet é muito ridícula 🤣🤣🤣🤣,4,outros,Desempenho e propostas das candidatas no debate,negativo
Esse Lula é uma vergonha alheia 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Blá blá blá blá blá tudo bosta,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Pela primeira vez, depois muitos e muitos anos, vejo candidatos dando bastante importância na questão EDUCAÇÃO...Parabéns candidatas.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"NOSSA Q ARGUMENTO BAIXO  SEMPRE A DEFESA DESSA RAÇA DE VIBORA SÃO OS POBRES  SENDO Q A MAIORIA DOS POBRES NÃO QUEREM TRABALHAR  AI VEM A ESTATÍSTICA...

BASTA URNAS",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Tchuchuca é a cara do Bozooooo hahaha
Apelido pegou!",-1,,,
Que vença o melhor,-1,,,
Excluíram Pablo Marçal do debate…. Isso é a Democracia BRASILEIRA ?! Agora é 90 Pablo Marçal,-1,,,
"Bolsonaro tem mha admiração em vários pontos... mas infelizmente para ser presidente do Brasil, tem que ter muita raça e competência... por isso fico com Lula, ele tem a política  no sangue  e tudo que um presidente precisa ter...",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Dá-lhe Bolsonaro presidente reeleito 🇧🇷 22,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Eu pensava em votar em uma dessas mulheres. Mas defender a reporte Vera falando merda, e dizer que o estudante vai ganhar 5 mil final do ensino médio???????? Vai mentir lá no inferno essas duas aí",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Não é por esse caminho de politicagem que vc vai trazer um Brasil digna,-1,,,
"Aceita que doe menos,vai ser Jair messias Bolsonaro de novo",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
EU ASSISTI DO COMEÇO AO FIM .,-1,,,
"Lula com ""erro 404"" foi épico. E a cara de Bolsonaro foi a melhor parte.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Parabéns Bandeirantes 👏👏,3,outros,Qualidade e organização do debate presidencial,positivo
"Estou assistindo agora há toda essa patetagem, e lendo os comentários para refletir!
Vendo que ainda há aqueles que se acham suficientemente inteligentes a atacar isso ou aquilo, direita ou esquerda, sem se achar no centro me vejo ainda em um país, ou melhor dizendo que um mundo de alienação total!
Enquanto o povo não entender que somos o centro dessa tal direita e esquerda, embaixo ou acima, e por consequente não entender que enquanto estiverem lá, votando e apenas votando para colocar mais um desses que pra mim sim, devem ter boas intenções, no início, mas depois que se deparam com essa imensidão de sistema, se jogam de cabeça, Vendo que não tem poder algum, e por consequente são obrigados a se sujeitar a essa palhaçada que foi esse debate, rindo da cara de nois que somos os centro, pois não nos posicionamos da forma que devemos,(não guerreando, mas sim fazendo oque tem que ser feito) que é não elegermos ninguém, e irmos a frente de nossos direitos!
Enquanto tudo isso será esse circo de plateia arbitrária que pensam que sabem e no fundo são apenas políticos sem estudos políticos!!!
Minha opinião!!!",-1,,,
B😎LS🌍NAR😇 22 AVANTE BRASIL🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Alguém pode me responder porque a Globo fica com os ultimos debates ?,3,outros,Qualidade e organização do debate presidencial,positivo
SenhorA senadora pare de odio,4,outros,Desempenho e propostas das candidatas no debate,negativo
Bolsonaro na cabeça!!🇧🇷🇧🇷🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Senhores candidatos em especial Ciro Gomes se com auxílio de 600 reais ,as pessoas não querem trabalhar ,imagina com 1000 reais.Falo com propriedade ,por experiência própria,vim de uma família pobre,ia para escola com um chinelo com prego para segurar e graças a Deus com muita luta é trabalho honesto,tenho hoje uma vida confortável e nunca recebi auxílio de governo nenhum,portanto precisamos qualificar a população e gerar emprego para que vivam com dignidade e não com mendigos .",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Lula com direito de resposta no final 
Além de ter um português 🐷
Chama toda a classe de polícia federal 
De corruptos pois foi a polícia que colocou ele na jaula. Foram os advogados e foram os juízes que colocaram esse cara na jaula.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Manter religião longe de política?
Então os Cristãos não tem direito de escolher e se manifestar?
Políticos ordinários
Nós Cristãos temos que nos manifestar sim, temos o direito de escolher votar em candidato que nos respeita e respeita os princípios em que acreditamos.
O único que nos tem demonstrado respeito é Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
O Resto é só conversa fiada.
Lula, Ciro e o resto desses candidatos não nos representa.
É Bolsonaro 2022.🇧🇷🇧🇷🇧🇷🇧🇷
Somos milhões de Cristãos evangélicos e católicos com Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷",-1,,,
Como esse Lula mente kkkk,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
O Lula foi com um script completo com todas as respostas para todas as prováveis perguntas kkkkkk esse velho é foda,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Que música insuportável!,3,outros,Qualidade e organização do debate presidencial,positivo
"É Sr.Lula! Seu ""amigo"" hoje pode vira seu inimigo amanhã. 😅🤦",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Ótimo debate, mas “ presidente lula” foi demais kkkkkk…. O correto : Lula candidato à presidência.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Depois desse debate, cheguei a uma conclusão, melhor votar em branco 👍",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Kkkkkkk mds muitos momentos engraçados 😂😂😂,1,outros,Reações e humor a momentos do debate presidencial,misto
"Fica difícil porque eles mais brigam e não respondem corretamente,só ficam  cada um  acusando outro na eleição de 2018
Votei no Bolsonaro no Primeiro e no segundo turno ,mais tem muitas pessoas dizendo que jamais votaria nele novemente. Agora é esperar o resultado dia 2 de outubro que Deus possa encaminhar o melhor em qualquer circunstância ..",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"As onças.kkkkkkkkkk
Deus me livre!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Por que não chamaram o Marçal????,-1,,,
"Lula disse que é inocente kkkkk
piada!!!",-1,,,
"Tebete: vc deveria defender todas as vítimas de Violência doméstica, não apenas contra a mulher. Mulheres são as que mais agridem e matam os filhos, estudos simétricos comprovam que mulheres agridem mais os homens e ainda sim, fingem não ver. Vá pro inferno, Simone.",4,outros,Desempenho e propostas das candidatas no debate,negativo
"Essa Simoni Tebet, é uma descontrolada , em sua voz se ouve o ódio.
Não tem argumentos e usa o ódio.
Deus me livre desse mulher cheia de ódio nos olhos, credo!",4,outros,Desempenho e propostas das candidatas no debate,negativo
parece discuçao de gremio de escola ou de casal separado q quer voltar....fala muito de problema do passado que só eles sabem...fugiram muitas vezes do assunto,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Parabéns Band , assisti em 2 dias pois estava trabalhando no dia do debate.",3,outros,Qualidade e organização do debate presidencial,positivo
Top este debate para  distinguirmos os candidatos!,3,outros,Qualidade e organização do debate presidencial,positivo
Simone Tebet já comeca falando asneiras!,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Não, mulher não vota em mulher. Não vou votar em vc só pq é mulher, ainda mais devido apoiar safadeza feminina. Ser feminista não é defender as mulheres, o feminismo só defende feministas. Quantas vezes essas mesmas desejaram que eu fosse morta, abusada, espancada para ""reconhecer o feminismo"". São as que mais apoiam discriminação legal e ainda fica repetindo essa mentira de ganharmos menos. Chega! Não sou vítima por ser do sexo feminino e jamais votaria em vc.",4,outros,Desempenho e propostas das candidatas no debate,negativo
"""inverdades a meu respeito"" você é ladrão, poha. O povo sabe disso. Vc foi condenado em primeira, segunda e terceira instância. Teve sorte que seus amigos do stf se juntou para te livrar e permitir que voltasse a roubar. Defende assaltantes que enfiam armas na nossa cara, que tira nossas vidas, que rouba nosso suado salário pq vc é outro bandido, tanto que tem ligação com o pcc. Vá se lascar",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Novo falou bosta pra caramba ein. Impressionante,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lula 13 confirma 👏👏👏👏👏👏,-1,,,
Sou Bolsonaro esse ano 22,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Só Jesus 🙏🏾,-1,,,
"Sim, o Lula se aproveita das pessoas e as considera burras. E pq é mesmo. O pt se aproveita para causar revanchismo entre as pessoas, usando os pobres para manipular e conseguir voto. Deus ajude a acordar o povo.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Que bolha que esse povo vive, senhor????? 🤚",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Não consigo ver o Ciro sem sentir nojo. Cara que agride as pessoas e depois vai na internet se fazer de vítima. Cara que junto com o irmão, jogou um trator em cima de trabalhadores.",6,outros,Críticas a candidatos e alianças políticas,negativo
Essa Simone Tebet só fala besteira.,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Turma do mito poha 🇧🇷🇧🇷🇧🇷🇧🇷
22 caralho",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Bolsonaro enrabou todo mundo kkkkkkkkkk,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
A Tebete mais petista do que o Lula,-1,,,
"2.13.20: perfeito, Presidente. A Vera faz parte do jornalismo comprado, que defende os corruptos. Estou cansada de verem mulheres de má índole fazendo merda e tentando usar nosso gênero para não responder pelos absurdos que fazem. Não aguenta ser cobrada? Então não assuma cargos de responsabilidade. Sem vitimização.",4,outros,Desempenho e propostas das candidatas no debate,negativo
Nordeste como fonte crescimento,-1,,,
Também sou professora ....e sei bem o que vcs estão falando e depois não cumprem nadinha ....agora só palavras bonitas .....afff,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
